,vfid,vfacc,vf_full_name,vf_pathogen,vf_short_name,vf_category
925,VFG013292,NP_438516,"alpha-2,3-sialyltransferase ",Haemophilus influenzae Rd KW20,lic3A,LOS (CVF494) 
926,VFG013299,NP_438681,heptosyltransferase-like protein ,Haemophilus influenzae Rd KW20,waaQ,LOS (CVF494) 
927,VFG013315,NP_438813,"beta-1,4-glucosyltransferase ",Haemophilus influenzae Rd KW20,lgtF,LOS (CVF494) 
928,VFG013321,NP_438894,"UDP-2,3-diacylglucosamine pyrophosphohydrolase ",Haemophilus influenzae Rd KW20,lpxH,LOS (CVF494) 
929,VFG013327,NP_438900,phosphomannomutase ,Haemophilus influenzae Rd KW20,yhxB/manB,LOS (CVF494) 
930,VFG013342,NP_438924,glycosyltransferase ,Haemophilus influenzae Rd KW20,lpsA,LOS (CVF494) 
931,VFG013346,NP_438972,glucosephosphate uridylyltransferase ,Haemophilus influenzae Rd KW20,galU,LOS (CVF494) 
932,VFG013352,NP_439027,lipopolysaccharide biosynthesis protein ,Haemophilus influenzae Rd KW20,HI0867,LOS (CVF494) 
933,VFG013354,NP_439028,lipopolysaccharide biosynthesis protein ,Haemophilus influenzae Rd KW20,kfiC,LOS (CVF494) 
934,VFG013357,NP_439029,lipopolysaccharide biosynthesis protein ,Haemophilus influenzae Rd KW20,orfE,LOS (CVF494) 
935,VFG013360,NP_439030,lipopolysaccharide biosynthesis protein ,Haemophilus influenzae Rd KW20,orfO,LOS (CVF494) 
936,VFG013361,NP_439032,N-acetylneuraminic acid synthase-like protein ,Haemophilus influenzae Rd KW20,siaA,LOS (CVF494) 
937,VFG013365,NP_439033,undecaprenyl-phosphate galactosephosphotransferase ,Haemophilus influenzae Rd KW20,wbaP/rfbP,LOS (CVF494) 
938,VFG013368,NP_439034,dTDP-glucose 46-dehydratase ,Haemophilus influenzae Rd KW20,rffG,LOS (CVF494) 
939,VFG013374,NP_439075,UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase ,Haemophilus influenzae Rd KW20,lpxD,LOS (CVF494) 
940,VFG013384,NP_439218,lipid-A-disaccharide synthase ,Haemophilus influenzae Rd KW20,lpxB,LOS (CVF494) 
941,VFG013390,NP_439219,UDP-N-acetylglucosamine acyltransferase ,Haemophilus influenzae Rd KW20,lpxA,LOS (CVF494) 
942,VFG013400,NP_439262,ADP-heptose-LPS heptosyltransferase II ,Haemophilus influenzae Rd KW20,rfaF,LOS (CVF494) 
943,VFG013412,NP_439302,UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase ,Haemophilus influenzae Rd KW20,lpxC,LOS (CVF494) 
944,VFG013418,NP_439337,phosphoheptose isomerase ,Haemophilus influenzae Rd KW20,gmhA/lpcA,LOS (CVF494) 
945,VFG013424,NP_439432,acylneuraminate cytidylyltransferase ,Haemophilus influenzae Rd KW20,neuA,LOS (CVF494) 
946,VFG013436,NP_439676,lipid A biosynthesis lauroyl acyltransferase ,Haemophilus influenzae Rd KW20,htrB,LOS (CVF494) 
947,VFG013465,NP_439706,2-dehydro-3-deoxyphosphooctonate aldolase ,Haemophilus influenzae Rd KW20,kdsA,LOS (CVF494) 
948,VFG013471,NP_439724,N-acetylglucosamine glycosyltransferase ,Haemophilus influenzae Rd KW20,lgtA,LOS (CVF494) 
949,VFG013482,NP_439837,glycosyltransferase ,Haemophilus influenzae Rd KW20,lsgF,LOS (CVF494) 
950,VFG013487,NP_439838,glycosyltransferase ,Haemophilus influenzae Rd KW20,lsgE,LOS (CVF494) 
951,VFG013491,NP_439839,glycosyltransferase ,Haemophilus influenzae Rd KW20,lsgD,LOS (CVF494) 
952,VFG013496,NP_439840,glycosyltransferase ,Haemophilus influenzae Rd KW20,lsgC,LOS (CVF494) 
953,VFG013500,NP_439841,sialyltransferase ,Haemophilus influenzae Rd KW20,lsgB,LOS (CVF494) 
954,VFG013503,NP_439842,lipopolysaccharide biosynthesis transporter ,Haemophilus influenzae Rd KW20,lsgA,LOS (CVF494) 
955,VFG013508,NP_439858,undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase ,Haemophilus influenzae Rd KW20,wecA,LOS (CVF494) 
956,VFG045329,AAB36696,haemoglobin-haptoglobin binding protein HhuA ,Haemophilus influenzae TN106,hhuA,HhuA (VF0271) 
957,VFG000269,NP_206873,urease alpha subunit UreA ,Helicobacter pylori 26695,ureA,Urease (VF0050) 
958,VFG000270,NP_206872,"urease beta subunit UreB, urea amidohydrolase ",Helicobacter pylori 26695,ureB,Urease (VF0050) 
959,VFG000271,NP_206871,acid-activated urea channel protein ,Helicobacter pylori 26695,ureI,Urease (VF0050) 
960,VFG000272,NP_206870,"urease accessory protein (ureE), metallochaperone ",Helicobacter pylori 26695,ureE,Urease (VF0050) 
961,VFG000273,NP_206869,urease accessory protein (ureF) ,Helicobacter pylori 26695,ureF,Urease (VF0050) 
962,VFG000274,NP_206868,urease accessory protein (ureG) ,Helicobacter pylori 26695,ureG,Urease (VF0050) 
963,VFG000275,NP_206867,urease accessory protein (ureH) ,Helicobacter pylori 26695,ureH,Urease (VF0050) 
964,VFG000276,NP_207396,flagellin A FlaA ,Helicobacter pylori 26695,flaA,Flagella (VF0051) 
965,VFG000277,NP_206915,flagellin B FlaB ,Helicobacter pylori 26695,flaB,Flagella (VF0051) 
966,VFG000278,NP_207664,flagellar hook protein ,Helicobacter pylori 26695,flgE_1,Flagella (VF0051) 
967,VFG000279,NP_207680,vacuolating cytotoxin ,Helicobacter pylori 26695,vacA,VacA (VF0058) 
968,VFG000280,NP_207317,type IV secretion system protein Cag1 ,Helicobacter pylori 26695,cag1,Type IV secretion system (VF0060) 
969,VFG000282,NP_207318,"type IV secretion system protein Cag3, component outer membrane subcomplex ",Helicobacter pylori 26695,cag3,Type IV secretion system (VF0060) 
970,VFG000283,NP_207319,"type IV secretion system protein Cag4, VirB1 homolog ",Helicobacter pylori 26695,virB1,Type IV secretion system (VF0060) 
971,VFG000284,NP_207320,"type IV secretion system protein Cag5, VirD4 homolog ",Helicobacter pylori 26695,virD4,Type IV secretion system (VF0060) 
972,VFG000285,NP_207321,"type IV secretion system ATPase, VirB11 homolog ",Helicobacter pylori 26695,virB11,Type IV secretion system (VF0060) 
973,VFG000286,NP_207322,type IV secretion system protein Cag6/CagZ ,Helicobacter pylori 26695,cagZ,Type IV secretion system (VF0060) 
974,VFG000287,NP_207323,"type IV secretion system protein Cag7/CagY, VirB10 homolog ",Helicobacter pylori 26695,virB10/cagY,Type IV secretion system (VF0060) 
975,VFG000288,NP_207324,"type IV secretion system protein Cag8/CagX, VirB9 homolog ",Helicobacter pylori 26695,virB9/cagX,Type IV secretion system (VF0060) 
976,VFG000289,NP_207325,"type IV secretion system protein Cag9/CagW, VirB6 homolog ",Helicobacter pylori 26695,virB6/cagW,Type IV secretion system (VF0060) 
977,VFG000290,NP_207326,"type IV secretion system protein Cag10/CagV, VirB8 homolog ",Helicobacter pylori 26695,virB8/cagV,Type IV secretion system (VF0060) 
978,VFG000291,NP_207327,type IV secretion system protein Cag11/CagU ,Helicobacter pylori 26695,cagU,Type IV secretion system (VF0060) 
979,VFG000292,NP_207328,"type IV secretion system protein Cag12/CagT, VirB7 homolog ",Helicobacter pylori 26695,virB7/cagT,Type IV secretion system (VF0060) 
980,VFG000293,NP_207330,type IV secretion system protein Cag13/CagS ,Helicobacter pylori 26695,cagS,Type IV secretion system (VF0060) 
981,VFG000294,NP_207331,type IV secretion system protein Cag14/CagQ ,Helicobacter pylori 26695,cagQ,Type IV secretion system (VF0060) 
982,VFG000295,NP_207332,type IV secretion system protein Cag15/CagP ,Helicobacter pylori 26695,cagP,Type IV secretion system (VF0060) 
983,VFG000296,NP_207333,"type IV secretion system protein Cag16/CagM, transmembrane channel protein ",Helicobacter pylori 26695,cagM,Type IV secretion system (VF0060) 
984,VFG000297,NP_207334,"type IV secretion system protein Cag17/CagN, membrane-associated protein ",Helicobacter pylori 26695,cagN,Type IV secretion system (VF0060) 
985,VFG000298,NP_207335,"type IV secretion system protein Cag18/CagL, VirB5 homolog ",Helicobacter pylori 26695,virB5/cagL,Type IV secretion system (VF0060) 
986,VFG000299,NP_207336,type IV secretion system protein Cag19/CagI ,Helicobacter pylori 26695,cagI,Type IV secretion system (VF0060) 
987,VFG000300,NP_207337,type IV secretion system protein Cag20/CagH ,Helicobacter pylori 26695,cagH,Type IV secretion system (VF0060) 
988,VFG000301,NP_207338,type IV secretion system protein Cag21/CagG ,Helicobacter pylori 26695,cagG,Type IV secretion system (VF0060) 
989,VFG000302,NP_207339,"type IV secretion system protein Cag22/CagF, chaperone-like protein for CagA ",Helicobacter pylori 26695,cagF,Type IV secretion system (VF0060) 
990,VFG000303,NP_207340,"type IV secretion system protein Cag23/CagE, VirB4 homolog ",Helicobacter pylori 26695,virB4/cagE,Type IV secretion system (VF0060) 
991,VFG000304,NP_207341,type IV secretion system protein Cag24/CagD ,Helicobacter pylori 26695,cagD,Type IV secretion system (VF0060) 
992,VFG000305,NP_207342,"type IV secretion system protein Cag25/CagC, VirB2 homolog ",Helicobacter pylori 26695,virB2/cagC,Type IV secretion system (VF0060) 
993,VFG000306,NP_207343,cag T4SS translocated effector CagA ,Helicobacter pylori 26695,cagA,CagA (VF0059) 
994,VFG000307,NP_207041,neutrophil activating protein NapA ,Helicobacter pylori 26695,napA,HP-NAP (VF0052) 
995,VFG000308,NP_207177,fucosyltransferase ,Helicobacter pylori 26695,futA,Lewis antigen (VF0057) 
996,VFG000309,NP_207445,fucosyltransferase ,Helicobacter pylori 26695,futB,Lewis antigen (VF0057) 
997,VFG000310,NP_207124,CMP-N-acetylneuraminic acid synthetase ,Helicobacter pylori 26695,neuA/flmD,Lewis antigen (VF0057) 
998,VFG000312,NP_207519,outer membrane protein adhesin ,Helicobacter pylori 26695,sabA/hopP,SabA (VF0055) 
999,VFG000313,NP_207965,glucose/galactose transporter ,Helicobacter pylori 26695,gluP,LPS (VF0056) 
1000,VFG000314,NP_207158,UDP-glucose 4-epimerase ,Helicobacter pylori 26695,gluE,LPS (VF0056) 
1001,VFG000315,NP_206844,mannose-6-phosphate isomerase ,Helicobacter pylori 26695,rfbM,LPS (VF0056) 
1002,VFG000316,NP_207077,lipopolysaccharide heptosyltransferase-1 ,Helicobacter pylori 26695,rfaC,LPS (VF0056) 
1003,VFG000317,NP_206958,"lipopolysaccharide 1,2-glucosyltransferase ",Helicobacter pylori 26695,rfaJ,LPS (VF0056) 
1004,VFG000318,NP_208207,"lipopolysaccharide 1,2-glucosyltransferase ",Helicobacter pylori 26695,rfaJ,LPS (VF0056) 
1005,VFG000319,NP_207473,lipopolysaccharide biosynthesis protein ,Helicobacter pylori 26695,wbpB,LPS (VF0056) 
1006,VFG000320,NP_208266,lipopolysaccharide core biosynthesis protein ,Helicobacter pylori 26695,kdtB,LPS (VF0056) 
1007,VFG000321,NP_206845,GDP-D-mannose dehydratase ,Helicobacter pylori 26695,rfbD,LPS (VF0056) 
1008,VFG000322,NP_206846,GDP fucose synthase ,Helicobacter pylori 26695,wbcJ,LPS (VF0056) 
1009,VFG000323,NP_207661,lipid A disaccharide synthetase ,Helicobacter pylori 26695,lpxB,LPS (VF0056) 
1010,VFG000324,NP_223551,outer membrane protein adhesin ,Helicobacter pylori J99,babA/hopS,BabA (VF0053) 
1011,VFG000325,NP_223882,outer membrane protein adhesin ,Helicobacter pylori J99,babB/hopT,BabA (VF0053) 
1012,VFG001142,NP_206811,outer membrane protein adhesin ,Helicobacter pylori 26695,hopZ,HopZ (VF0054) 
1013,VFG001143,NP_207432,"outer inflammatory protein A, adhesin ",Helicobacter pylori 26695,hopH,OipA (VF0266) 
1014,VFG006349,NP_207516,outer membrane protein adhesin ,Helicobacter pylori 26695,sabB/hopO,SabB/HopO (AI341) 
1015,VFG006512,NP_206893,fucosyltransferase ,Helicobacter pylori 26695,futC,Lipopolysaccharide Lewis antigens (CVF222) 
1016,VFG006528,NP_207544,flagellar protein FlaG ,Helicobacter pylori 26695,flaG,Flagella (CVF223) 
1017,VFG006533,NP_206972,flagellar biosynthetic protein FliR ,Helicobacter pylori 26695,fliR,Pse5Ac7Ac (AI150) 
1018,VFG006538,NP_207044,flagellar P-ring protein precursor FlgI ,Helicobacter pylori 26695,flgI,Pse5Ac7Ac (AI150) 
1019,VFG006543,NP_207093,flagellar hook-associated protein 3 FlgL ,Helicobacter pylori 26695,flgL,Flagella (CVF223) 
1020,VFG006548,NP_207123,flagellar L-ring protein precursor FlgH ,Helicobacter pylori 26695,flgH,Pse5Ac7Ac (AI150) 
1021,VFG006553,NP_207125,flagellar protein G (FlaG) ,Helicobacter pylori 26695,flaG,Pse5Ac7Ac (AI150) 
1022,VFG006557,NP_207149,flagellar M-ring protein FliF ,Helicobacter pylori 26695,fliF,Pse5Ac7Ac (AI150) 
1023,VFG006562,NP_207150,flagellar motor switch protein G ,Helicobacter pylori 26695,fliG,Pse5Ac7Ac (AI150) 
1024,VFG006567,NP_207151,flagellar assembly protein H ,Helicobacter pylori 26695,fliH,Pse5Ac7Ac (AI150) 
1025,VFG006572,NP_207883,flagellar basal-body rod protein FlgG ,Helicobacter pylori 26695,flgG,Pse5Ac7Ac (AI150) 
1026,VFG006577,NP_207831,flagellar biosynthesis protein ,Helicobacter pylori 26695,flhA,Pse5Ac7Ac (AI150) 
1027,VFG006582,NP_207825,flagellar biosynthesis protein ,Helicobacter pylori 26695,flhF,Pse5Ac7Ac (AI150) 
1028,VFG006587,NP_207822,flagellar biosynthesis sigma factor FliA ,Helicobacter pylori 26695,fliA,Pse5Ac7Ac (AI150) 
1029,VFG006592,NP_207821,flagellar motor switch protein FliM ,Helicobacter pylori 26695,fliM,Pse5Ac7Ac (AI150) 
1030,VFG006597,NP_207820,flagellar motor switch protein ,Helicobacter pylori 26695,fliY,Pse5Ac7Ac (AI150) 
1031,VFG006602,NP_207379,flagellar motor switch protein FliN ,Helicobacter pylori 26695,fliN,Pse5Ac7Ac (AI150) 
1032,VFG006607,NP_207479,flagellar biosynthetic protein FliP ,Helicobacter pylori 26695,fliP,Pse5Ac7Ac (AI150) 
1033,VFG006612,NP_207545,flagellar capping protein FliD ,Helicobacter pylori 26695,fliD,Pse5Ac7Ac (AI150) 
1034,VFG006617,NP_207546,flagellar protein FliS ,Helicobacter pylori 26695,fliS,Pse5Ac7Ac (AI150) 
1035,VFG006622,NP_207563,flagellar biosynthesis protein ,Helicobacter pylori 26695,flhB,Pse5Ac7Ac (AI150) 
1036,VFG006627,NP_207602,flagellar basal body protein FliL ,Helicobacter pylori 26695,fliL,Flagella (CVF223) 
1037,VFG006632,NP_207608,flagellar motor protein ,Helicobacter pylori 26695,motA,Pse5Ac7Ac (AI150) 
1038,VFG006637,NP_207609,flagellar motor protein ,Helicobacter pylori 26695,motB,Pse5Ac7Ac (AI150) 
1039,VFG006647,NP_207699,flagellar basal-body rod modification protein FlgD ,Helicobacter pylori 26695,flgD,Pse5Ac7Ac (AI150) 
1040,VFG006652,NP_207700,flagellar hook protein ,Helicobacter pylori 26695,flgE,Pse5Ac7Ac (AI150) 
1041,VFG006657,NP_207910,flagellar hook-associated protein 1 FlgK ,Helicobacter pylori 26695,flgK,Pse5Ac7Ac (AI150) 
1042,VFG006662,NP_208066,paralysed flagella protein (pflA) ,Helicobacter pylori 26695,pflA,Flagella (CVF223) 
1043,VFG006667,NP_208210,flagellar biosynthesis protein ,Helicobacter pylori 26695,fliQ,Pse5Ac7Ac (AI150) 
1044,VFG006672,NP_208211,flagellum-specific ATP synthase FliI ,Helicobacter pylori 26695,fliI,Pse5Ac7Ac (AI150) 
1045,VFG006677,NP_208268,flagellar basal body P-ring biosynthesis protein FlgA ,Helicobacter pylori 26695,flgA,Flagella (CVF223) 
1046,VFG006681,NP_208348,flagellar hook-basal body complex protein FliE ,Helicobacter pylori 26695,fliE,Flagella (CVF223) 
1047,VFG006686,NP_208349,flagellar basal-body rod protein FlgC ,Helicobacter pylori 26695,flgC,Flagella (CVF223) 
1048,VFG006691,NP_208350,flagellar basal body rod protein FlgB ,Helicobacter pylori 26695,flgB,Flagella (CVF223) 
1049,VFG006696,NP_208366,"ABC transporter, putative ",Helicobacter pylori 26695,flhB2,Pse5Ac7Ac (AI150) 
1050,VFG006701,NP_208376,flagellar basal-body rod protein (flgG) ,Helicobacter pylori 26695,flgG,Pse5Ac7Ac (AI150) 
1051,VFG043364,NP_206821,chemotaxis coupling protein CheV1 ,Helicobacter pylori 26695,cheV1,Pse5Ac7Ac (AI150) 
1052,VFG043365,NP_206882,membrane-bound chemoreceptor ,Helicobacter pylori 26695,tlpC,Pse5Ac7Ac (AI150) 
1053,VFG043366,NP_206899,membrane-bound chemoreceptor sensing arginine and bicarbonate ,Helicobacter pylori 26695,tlpA,Pse5Ac7Ac (AI150) 
1054,VFG043367,NP_206903,membrane-bound chemoreceptor sensing pH and autoinducer-2 ,Helicobacter pylori 26695,tlpB,Pse5Ac7Ac (AI150) 
1055,VFG043368,NP_207042,"signal-transducing protein, histidine kinase ",Helicobacter pylori 26695,flgS,Pse5Ac7Ac (AI150) 
1056,VFG043369,NP_207054,involved in motility and cell envelope architecture ,Helicobacter pylori 26695,HP0256,Pse5Ac7Ac (AI150) 
1057,VFG043371,NP_207164,"flagellar modification protein, aminotransferase PseC ",Helicobacter pylori 26695,pseC,Pse5Ac7Ac (AI150) 
1058,VFG043372,NP_207189,chemotaxis coupling protein CheW ,Helicobacter pylori 26695,cheW,Pse5Ac7Ac (AI150) 
1059,VFG043373,NP_207190,histidine kinase CheA ,Helicobacter pylori 26695,cheA,Pse5Ac7Ac (AI150) 
1060,VFG043374,NP_207191,chemotaxis coupling protein CheV2 ,Helicobacter pylori 26695,cheV2,Pse5Ac7Ac (AI150) 
1061,VFG043375,NP_207208,ahesin protein ,Helicobacter pylori 26695,hpaA2,Pse5Ac7Ac (AI150) 
1062,VFG043377,NP_207315,"L,D-carboxypeptidase ",Helicobacter pylori 26695,cds6,Pse5Ac7Ac (AI150) 
1063,VFG043378,NP_207394,chemotaxis coupling protein CheV3 ,Helicobacter pylori 26695,cheV3,Pse5Ac7Ac (AI150) 
1064,VFG043381,NP_207497,response regulator ,Helicobacter pylori 26695,flgR,Pse5Ac7Ac (AI150) 
1065,VFG043383,NP_207633,"UDP-N-acetylglucosamine 4,6-dehydratase ",Helicobacter pylori 26695,pseB,Pse5Ac7Ac (AI150) 
1066,VFG043385,NP_207824,ATP-binding protein ,Helicobacter pylori 26695,ylxH,Pse5Ac7Ac (AI150) 
1067,VFG043386,NP_207858,chemotaxis response regulator CheY ,Helicobacter pylori 26695,cheY,Pse5Ac7Ac (AI150) 
1068,VFG043387,NP_207913,negative regulator of flagellin synthesis ,Helicobacter pylori 26695,flgM,Pse5Ac7Ac (AI150) 
1069,VFG043390,NP_208373,pyridoxine 5'-phosphate synthase ,Helicobacter pylori 26695,pdxJ,Pse5Ac7Ac (AI150) 
1070,VFG043391,NP_208374,4-hydroxythreonine-4-phosphate dehydrogenase ,Helicobacter pylori 26695,pdxA,Pse5Ac7Ac (AI150) 
1071,VFG001830,YP_094485,Dot/Icm type IV secretion system protein IcmT ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmT,Dot/Icm (VF0156) 
1072,VFG001831,YP_094486,Dot/Icm type IV secretion system chaperone IcmS ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmS,Dot/Icm (VF0156) 
1073,VFG001832,YP_094487,Dot/Icm type IV secretion system protein IcmR ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmR,Dot/Icm (VF0156) 
1074,VFG001833,YP_094488,Dot/Icm type IV secretion system protein IcmQ plays a critical role in the translocase and associates with IcmR ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmQ,Dot/Icm (VF0156) 
1075,VFG001834,YP_094489,Dot/Icm type IV secretion system protein IcmP/DotM ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmP/dotM,Dot/Icm (VF0156) 
1076,VFG001835,YP_094490,Dot/Icm type IV secretion system coupling protein IcmO/DotL ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmO/dotL,Dot/Icm (VF0156) 
1077,VFG001836,YP_094492,Dot/Icm type IV secretion system inner membrane complex IcmM/DotJ ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmM/dotJ,Dot/Icm (VF0156) 
1078,VFG001837,YP_094493,Dot/Icm type IV secretion system inner membrane complex IcmL/DotI ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmL/dotI,Dot/Icm (VF0156) 
1079,VFG001838,YP_094494,Dot/Icm type IV secretion system outer membrane subcomplex protein IcmK/DotH ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmK/dotH,Dot/Icm (VF0156) 
1080,VFG001839,YP_094495,Dot/Icm type IV secretion system central channel protein IcmE/DotG ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmE/dotG,Dot/Icm (VF0156) 
1081,VFG001840,YP_094496,Dot/Icm type IV secretion system core complex protein IcmG/DotF ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmG/dotF,Dot/Icm (VF0156) 
1082,VFG001841,YP_094497,Dot/Icm type IV secretion system protein IcmC/DotE ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmC/dotE,Dot/Icm (VF0156) 
1083,VFG001842,YP_094498,Dot/Icm type IV secretion system protein IcmD/DotP ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmD/dotP,Dot/Icm (VF0156) 
1084,VFG001843,YP_094499,Dot/Icm type IV secretion system protein IcmJ/DotN ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmJ/dotN,Dot/Icm (VF0156) 
1085,VFG001844,YP_094500,Dot/Icm type IV secretion system protein IcmB/DotO ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmB/dotO,Dot/Icm (VF0156) 
1086,VFG001845,YP_094502,Dot/Icm type IV secretion system protein IcmF ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmF,Dot/Icm (VF0156) 
1087,VFG001846,YP_094503,Dot/Icm type IV secretion system protein IcmH/DotU ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,icmH/dotU,Dot/Icm (VF0156) 
1088,VFG001847,YP_096679,Dot/Icm type IV secretion system outer membrane subcomplex protein DotD ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,dotD,Dot/Icm (VF0156) 
1089,VFG001848,YP_096680,Dot/Icm type IV secretion system outer membrane subcomplex protein DotC ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,dotC,Dot/Icm (VF0156) 
